rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
19,"spotify:track:7fUYUcWy853HS8YJn0b3Sr","The Ronettes","Sleigh Ride","Legacy Recordings",13,42,27,"7261476"
20,"spotify:track:3nAp4IvdMPPWEH9uuXFFV5","Kelly Clarkson","Underneath the Tree","RCA Records Label",8,37,29,"7245862"
21,"spotify:track:4so0Wek9Ig1p6CRCHuINwW","Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra","White Christmas","Geffen",5,39,35,"7156417"
22,"spotify:track:2wSTnntOPRi7aQneobFtU4","SZA","Shirt","Top Dawg Entertainment/RCA Records",8,8,8,"6839521"
23,"spotify:track:2CSRrnOEELmhpq8iaAi9cd","SZA","Blind","Top Dawg Entertainment/RCA Records",5,5,2,"6763538"
24,"spotify:track:4k6Uh1HXdhtusDW5y8Gbvy","Steve Lacy","Bad Habit","L-M Records/RCA Records",1,28,25,"6722344"
25,"spotify:track:4FyesJzVpA39hbYvcseO2d","Lil Uzi Vert","Just Wanna Rock","Generation Now/Atlantic",7,36,10,"6505619"
26,"spotify:track:0V3wPSX9ygBnCm8psDIegu","Taylor Swift","Anti-Hero","Taylor Swift",1,27,9,"6370494"
27,"spotify:track:47ohYW8e7dxCYn9qbUMBCI","Darlene Love","Christmas (Baby Please Come Home)","Legacy Recordings",23,48,19,"6249603"
28,"spotify:track:0rHToGels2lt8Y0mCYoF90","Nat King Cole","Deck The Halls","CAPITOL CATALOG MKT (C92)",28,54,6,"5941821"
29,"spotify:track:5xlS0QkVrSH7ssEbBgBzbM","The Beach Boys","Little Saint Nick - 1991 Remix","Capitol Records",29,57,20,"5826571"
30,"spotify:track:3nqQXoyQOWXiESFLlDF1hG","Sam Smith, Kim Petras","Unholy (feat. Kim Petras)","EMI",1,38,13,"5812723"
31,"spotify:track:2pXpURmn6zC5ZYDMms6fwa","Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra","It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)","RCA Records Label",21,53,31,"5745474"
32,"spotify:track:7xapw9Oy21WpfEcib2ErSA","Justin Bieber","Mistletoe","RBMG/Def Jam",15,55,36,"5723429"
33,"spotify:track:5odlY52u43F5BjByhxg7wg","JVKE","golden hour","JVKE",14,46,18,"5521503"
34,"spotify:track:1xK59OXxi2TAAAbmZK0kBL","d4vd","Romantic Homicide","Darkroom/Interscope Records",3,45,20,"5366858"
35,"spotify:track:2pnPe4pJtq7689i5ydzvJJ","Chuck Berry","Run Rudolph Run","Geffen*",26,61,29,"5319697"
36,"spotify:track:6eT2V7nKXyMf47TwPbtgAD","SZA","Seek & Destroy","Top Dawg Entertainment/RCA Records",10,10,2,"5270939"
37,"spotify:track:1eIXYZWEfJO3Na2LCCnIJE","SZA","Love Language","Top Dawg Entertainment/RCA Records",11,11,2,"5262896"
38,"spotify:track:2LBqCSwhJGcFQeTHMVGwy3","The Weeknd","Die For You","Universal Republic Records",12,47,93,"5062268"
39,"spotify:track:4HEOgBHRCExyYVeTyrXsnL","Frank Sinatra","Jingle Bells - Remastered 1999","Capitol Records",36,60,10,"5014401"
40,"spotify:track:4kKdvXD0ez7jp1296JmAts","Frank Sinatra, B. Swanson Quartet","Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Columbia/Legacy",9,64,34,"4922551"
41,"spotify:track:4NqkE7kRUvMDEdcqD96EDO","SZA, Don Toliver","Used (feat. Don Toliver)","Top Dawg Entertainment/RCA Records",13,13,2,"4893653"
42,"spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2","SZA","Snooze","Top Dawg Entertainment/RCA Records",18,18,2,"4891503"
43,"spotify:track:15coTBAzEN1bOeipoNDZAR","*NSYNC","Merry Christmas, Happy Holidays","RCA Records Label",43,73,15,"4814179"
44,"spotify:track:3QiAAp20rPC3dcAtKtMaqQ","Elvis Presley","Blue Christmas","RCA Victor",30,69,30,"4799282"
45,"spotify:track:1SV1fxF65n9NhRHp3KlBuu","Paul McCartney","Wonderful Christmastime - Edited Version / Remastered 2011","Paul McCartney Catalog",17,72,29,"4787199"
46,"spotify:track:3WMj8moIAXJhHsyLaqIIHI","Zach Bryan","Something in the Orange","Warner Records",4,50,35,"4768828"
47,"spotify:track:4h5x3XHLVYFJaItKuO2rhy","SZA, Phoebe Bridgers","Ghost in the Machine (feat. Phoebe Bridgers)","Top Dawg Entertainment/RCA Records",17,17,2,"4708158"
48,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",1,52,38,"4625338"
49,"spotify:track:27RYrbL6S02LNVhDWVl38b","John Lennon, Yoko Ono","Happy Xmas (War Is Over) - Remastered 2010","EMI Catalogue",32,82,28,"4444935"
50,"spotify:track:3pdQTWpq09XCBosbTtYIiZ","Bing Crosby","Winter Wonderland - Remastered","Geffen",50,80,26,"4422768"
51,"spotify:track:25leEEaz1gIpp7o21Fqyjo","Gene Autry","Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version","Columbia/Legacy",51,112,20,"4379438"
52,"spotify:track:6s2wpWPFPAgKg2LXxi1Oee","Bruce Springsteen","Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975","NITRON concepts",42,83,14,"4369282"
53,"spotify:track:6RQ5IwG7uADz9LDWliJGjU","SZA","Special","Top Dawg Entertainment/RCA Records",20,20,2,"4335561"
54,"spotify:track:1GQ3cCJMAhLqWARyVZWxnO","Bing Crosby, The Andrews Sisters","Mele Kalikimaka - Single Version","Geffen",53,84,16,"4259045"
55,"spotify:track:4PMqSO5qyjpvzhlLI5GnID","SZA","Good Days","Top Dawg Entertainment/RCA Records",1,32,87,"4210428"
56,"spotify:track:1foCxQtxBweJtZmdxhEHVO","Eartha Kitt, Henri René and His Orchestra","Santa Baby (with Henri René & His Orchestra)","RCA Bluebird",41,85,28,"4169468"
57,"spotify:track:5xMw6qCcpd2gBXPGTegC4W","SZA","SOS","Top Dawg Entertainment/RCA Records",15,15,2,"4168309"
58,"spotify:track:3F5CgOj3wFlRv51JsHbxhe","Drake, 21 Savage","Jimmy Cooks (feat. 21 Savage)","OVO",2,56,27,"4147113"
59,"spotify:track:7uoFMmxln0GPXQ0AcCBXRq","Sia","Snowman","Monkey Puzzle/Atlantic",34,88,15,"4142864"
60,"spotify:track:4WuOWVnAqvEQxgSRrspBgt","Metro Boomin, Travis Scott, 21 Savage","Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage]","Republic Records",7,49,3,"4116176"
61,"spotify:track:2OQ6a4CfUeYskpTTgyawyJ","Gwen Stefani, Blake Shelton","You Make It Feel Like Christmas (feat. Blake Shelton)","UMGRI Interscope",61,92,10,"4037553"
62,"spotify:track:1IHWl5LamUGEuP4ozKQSXZ","Bad Bunny","Tití Me Preguntó","Rimas Entertainment LLC",3,59,33,"4015240"
63,"spotify:track:3PIDciSFdrQxSQSihim3hN","Mariah Carey","Christmas (Baby Please Come Home)","Columbia",48,91,21,"4005977"
64,"spotify:track:5uU1uuyaUIBOiiUSQG7Wl3","Morgan Wallen","You Proof","Big Loud / Mercury Records / Republic Records",11,58,32,"3959308"
65,"spotify:track:3QIoEi8Enr9uHffwInGIsC","Eagles","Please Come Home for Christmas - 2013 Remaster","Rhino/Elektra",65,94,10,"3955467"
66,"spotify:track:2Hh3ETdQKrmSI3QS0hme7g","Metro Boomin, Future, Don Toliver","Too Many Nights (feat. Don Toliver & with Future)","Republic Records",10,51,3,"3942946"
67,"spotify:track:4Yg2w0P29BBBMixyeNjDtj","Band Aid","Do They Know It's Christmas? - 1984 Version","EMI",19,93,30,"3927919"
68,"spotify:track:3bMfUUpzUzqWp9II00yRhE","Vince Guaraldi Trio","Christmas Time Is Here","Fantasy Records",39,86,22,"3912082"
69,"spotify:track:78Sw5GDo6AlGwTwanjXbGh","d4vd","Here With Me","Darkroom/Interscope Records",52,70,9,"3900636"
70,"spotify:track:2QjOHCTQ1Jl3zawyYOpxh6","The Neighbourhood","Sweater Weather","Columbia",13,62,122,"3887732"
71,"spotify:track:47otoIkhx3fkdivEXL5OB6","Burl Ives","Rudolph The Red-Nosed Reindeer","Geffen",71,97,20,"3876088"
72,"spotify:track:6koKhrBBcExADvWuOgceNZ","SZA, Travis Scott","Open Arms (feat. Travis Scott)","Top Dawg Entertainment/RCA Records",30,30,2,"3874316"
73,"spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx","Bad Bunny, Chencho Corleone","Me Porto Bonito","Rimas Entertainment LLC",2,68,33,"3859558"
74,"spotify:track:1Wf14bTyb6UeKojy8ykPYm","Andy Williams","Happy Holiday / The Holiday Season","Columbia",54,96,9,"3824605"
75,"spotify:track:6L4XGeAdRRC32vVJpp8MdM","Juice WRLD","Face 2 Face","Grade A Productions/Interscope Records",75,-1,1,"3824252"
76,"spotify:track:68Dni7IE4VyPkTOH9mRWHr","J. Cole","No Role Modelz","Roc Nation Records LLC",10,67,254,"3801876"
77,"spotify:track:2FPfeYlrbSBR8PwCU0zaqq","Frank Sinatra","Have Yourself A Merry Little Christmas - Remastered 1999","Capitol Records",77,105,4,"3783864"
78,"spotify:track:2Sjx8DWZO5zaTyTAmgo2gY","SZA","Gone Girl","Top Dawg Entertainment/RCA Records",24,24,2,"3748369"
79,"spotify:track:2e2AXpIiJpet5b4qg85Gh6","SZA","F2F","Top Dawg Entertainment/RCA Records",26,26,2,"3715414"
80,"spotify:track:6a1hzBiTkgqTsDA0Xgfh9z","The Jackson 5","Santa Claus Is Coming To Town","UNI/MOTOWN",30,119,19,"3714541"
81,"spotify:track:1VuAamHM7P3VQQEXYGG3Uu","Nat King Cole","Joy To The World","CAPITOL CATALOG MKT (C92)",50,120,22,"3700602"
82,"spotify:track:4fnNBPN9W6AoOYSQS3FJxT","SZA","Notice Me","Top Dawg Entertainment/RCA Records",23,23,2,"3633368"
83,"spotify:track:0YWUHZPJVg4iujddsJDwhM","Britney Spears","My Only Wish (This Year)","Jive",83,121,7,"3593983"
84,"spotify:track:4uUG5RXrOk84mYEfFvj3cK","David Guetta, Bebe Rexha","I'm Good (Blue)","Parlophone UK",8,77,17,"3564537"
85,"spotify:track:4MrfQL4TYQXJBlZYpAHTuE","Dean Martin","Baby, It's Cold Outside","Capitol Records",45,129,23,"3555838"
86,"spotify:track:5jQI2r1RdgtuT8S3iG8zFC","Taylor Swift","Lavender Haze","Taylor Swift",2,71,9,"3479136"
87,"spotify:track:3EaJDYHA0KnX88JvDhL9oa","Steve Lacy","Dark Red","Three Quarter",16,76,72,"3435495"
88,"spotify:track:5WxVXxCMRnvxUKFq40ELwq","RAYE, 070 Shake","Escapism.","Human Re Sources",88,103,3,"3340743"
89,"spotify:track:3rWDp9tBPQR9z6U5YyRSK4","Taylor Swift","Midnight Rain","Taylor Swift",3,74,9,"3340343"
90,"spotify:track:0QHEIqNKsMoOY5urbzN48u","Meghan Trainor","Made You Look","Epic",27,79,9,"3330380"
91,"spotify:track:0JXXNGljqupsJaZsgSbMZV","Miguel","Sure Thing","Jive",91,102,11,"3320864"
92,"spotify:track:3cBsEDNhFI9E82vPj3kvi3","Morgan Wallen","Wasted On You","Big Loud / Republic",3,81,100,"3311970"
93,"spotify:track:2aJnyNu4PQxQ2lyj5boiMG","SZA","I Hate U","Top Dawg Entertainment/RCA Records",1,44,24,"3284698"
94,"spotify:track:1Y3LN4zO1Edc2EluIoSPJN","Stephen Sanchez, Em Beihold","Until I Found You (with Em Beihold) - Em Beihold Version","Republic Records",94,111,2,"3257583"
95,"spotify:track:4jTs7ny5eSRnKTzxdrFv5I","SZA","Smoking on my Ex Pack","Top Dawg Entertainment/RCA Records",31,31,2,"3256619"
96,"spotify:track:2mnXxnrX5vCGolNkaFvVeM","Arcángel, Bad Bunny","La Jumpa","Rimas Entertainment LLC.",45,87,3,"3210216"
97,"spotify:track:3lkYS3iMpWMVpaJ0yJAFrJ","The Jackson 5","I Saw Mommy Kissing Santa Claus","UNI/MOTOWN",55,151,16,"3194553"
98,"spotify:track:59nOXPmaKlBfGMDeOVGrIK","Future, Drake, Tems","WAIT FOR U (feat. Drake & Tems)","Epic/Freebandz",3,78,34,"3194417"
99,"spotify:track:4hTej08FutmriOs7S1hWWy","SZA","Conceited","Top Dawg Entertainment/RCA Records",33,33,2,"3180348"
100,"spotify:track:4EZUcj7c8n9pWIwHqN0DoH","Bing Crosby","Do You Hear What I Hear? - Remastered 2006","Capitol Records",48,152,25,"3132495"
101,"spotify:track:7MSYSOobsombc1mbDWFxtD","Donny Hathaway","This Christmas","Rhino Atlantic",57,160,14,"3120427"
102,"spotify:track:7n7VsX3sv66znBwA8b5uhp","Elvis Presley","Here Comes Santa Claus (Right Down Santa Claus Lane)","RCA Victor",102,167,4,"3090115"
103,"spotify:track:1V0qqWBbIWt8hlAjxTZedR","Stevie Wonder","What Christmas Means To Me","UNI/MOTOWN",89,172,9,"3086434"
104,"spotify:track:0hvN2v6fAcB6xWyW7UaooA","Perry Como","(There's No Place Like) Home for the Holidays - 1959 Version","RCA Records Label",73,146,9,"3082904"
105,"spotify:track:1fEo7EnPl1LEn0CAy1xPL5","Judy Garland","Have Yourself A Merry Little Christmas","Geffen",58,148,24,"3074501"
106,"spotify:track:4h9wh7iOZ0GGn8QVp4RAOB","OneRepublic","I Ain't Worried","Interscope Records",7,90,29,"3053401"
107,"spotify:track:5IgjP7X4th6nMNDh4akUHb","Chris Brown","Under The Influence","Chris Brown Entertainment/RCA Records",22,100,19,"2978268"
108,"spotify:track:3azJifCSqg9fRij2yKIbWz","Tory Lanez","The Color Violet","One Umbrella Records",58,106,16,"2965428"
109,"spotify:track:2KLwPaRDOB87XOYAT2fgxh","Drake, 21 Savage, Travis Scott","Pussy & Millions (feat. Travis Scott)","OVO / Republic Records",3,89,7,"2960029"
110,"spotify:track:3hxIUxnT27p5WcmjGUXNwx","Hotel Ugly","Shut up My Moms Calling","Hotel Ugly, under exclusive license to Amuseio AB",53,109,16,"2958133"
111,"spotify:track:5P8Xvy5tzhmfyfA6GplQ8h","Gayla Peevey","I Want a Hippopotamus for Christmas (Hippo the Hero)","Sony Music Entertainment",111,-1,1,"2941924"
112,"spotify:track:0O6u0VJ46W86TxN9wgyqDj","Post Malone, Doja Cat","I Like You (A Happier Song) (with Doja Cat)","Mercury Records/Republic Records",3,101,29,"2923929"
113,"spotify:track:2mvabkN1i2gLnGAPUVdwek","Taylor Swift","Christmas Tree Farm","Taylor Swift",96,169,7,"2915199"
114,"spotify:track:1pacwLXyRO47ka0v6LTIiY","Metro Boomin, Travis Scott","Raindrops (Insane) [with Travis Scott]","Republic Records",12,63,3,"2878878"
115,"spotify:track:74NI58MQexwZjNu1Gu6GjT","SZA","Far","Top Dawg Entertainment/RCA Records",43,43,2,"2876399"
116,"spotify:track:1xzi1Jcr7mEi9K2RfzLOqS","Beyoncé","CUFF IT","Parkwood Entertainment/Columbia",10,118,21,"2855134"
117,"spotify:track:4ukUoXLuFzMixyZyabSGc4","Ella Fitzgerald","Sleigh Ride","Verve Reissues",112,196,7,"2841810"
118,"spotify:track:4YhY2qHdBmSX33uj8ms0oq","Vince Guaraldi Trio","O Tannenbaum","Craft Recordings",51,166,16,"2834951"
119,"spotify:track:4tHqQMWSqmL6YjXwsqthDI","Mykola Dmytrovych Leontovych, John Williams","Carol of the Bells","Masterworks",40,170,30,"2834412"
120,"spotify:track:4Mteyd60tfstDuzfkGqXx1","SZA","Too Late","Top Dawg Entertainment/RCA Records",41,41,2,"2814283"
121,"spotify:track:58ge6dfP91o9oXMzq3XkIS","Arctic Monkeys","505","Domino/Warner Records",18,113,101,"2805573"
122,"spotify:track:0z5HSQGWgnjdNvwbOmhB2w","Carpenters","Merry Christmas Darling - Remix","A&M",87,176,9,"2795274"
123,"spotify:track:2Yt4SXIgmoaPZHGdRafp4P","Metro Boomin, 21 Savage, Young Nudy","Umbrella (with 21 Savage & Young Nudy)","Republic Records",11,66,3,"2788169"
124,"spotify:track:3NanY0K4okhIQzL33U5Ad8","PinkPantheress","Boy's a liar","Warner Records",93,136,3,"2769870"
125,"spotify:track:1OjmlSFuzYflWjSMTCyTJv","Jonas Brothers","Like It's Christmas","Jonas Brothers",65,192,11,"2763935"
126,"spotify:track:7faDzZnZYqTyYThx2sbHVQ","Frank Sinatra","Mistletoe And Holly - Remastered 1999","Capitol Records",61,197,22,"2749492"
127,"spotify:track:4ewazQLXFTDC8XvCbhvtXs","Joji","Glimpse of Us","88rising Music/Warner Records",1,107,28,"2718955"
128,"spotify:track:3eX0NZfLtGzoLUxPNvRfqm","Taylor Swift","Maroon","Taylor Swift",3,99,9,"2711011"
129,"spotify:track:02MWAaffLxlfxAUY7c5dvx","Glass Animals","Heat Waves","Polydor Records",1,122,108,"2700711"
130,"spotify:track:5Eax0qFko2dh7Rl2lYs3bx","Bad Bunny","Efecto","Rimas Entertainment LLC",10,130,33,"2692956"
131,"spotify:track:7KokYm8cMIXCsGVmUvKtqf","Taylor Swift","Karma","Taylor Swift",5,110,9,"2686592"
132,"spotify:track:4686eQ81DEswHa90bcdlC9","Bailey Zimmerman","Rock and A Hard Place","Warner Music Nashville/Elektra",26,116,28,"2680809"
133,"spotify:track:4vVjPTApwXZwB2H3mBq3ml","Quavo, Takeoff","HOTEL LOBBY (Unc & Phew)","Quality Control Music/Motown Records",61,126,24,"2676286"
134,"spotify:track:1Qi2wh8fFgDV7tl4Sj3f2K","Sam Smith","Have Yourself A Merry Little Christmas","Capitol",58,-1,16,"2659228"
135,"spotify:track:4D7BCuvgdJlYvlX5WlN54t","Taylor Swift","You're On Your Own, Kid","Taylor Swift",6,114,9,"2642424"
136,"spotify:track:1N8TTK1Uoy7UvQNUazfUt5","ThxSoMch","SPIT IN MY FACE!","Elektra (NEK)",104,139,6,"2636914"
137,"spotify:track:3QFInJAm9eyaho5vBzxInN","Baby Keem, Kendrick Lamar","family ties (with Kendrick Lamar)","Columbia",8,128,69,"2603637"
138,"spotify:track:0YFqKxV9uNu6LUeYkLOKRS","Metro Boomin, John Legend","On Time (with John Legend)","Republic Records",17,75,3,"2594805"
139,"spotify:track:3qoftcUZaUOncvIYjFSPdE","Taylor Swift","Bejeweled","Taylor Swift",8,117,9,"2587956"
140,"spotify:track:6sBWmE23q6xQHlnEZ8jYPT","Elton John","Step Into Christmas","UMC (Universal Music Catalogue)",52,-1,7,"2585407"
141,"spotify:track:2O3MQ6H3gjrIWDcpeTrikT","Kelly Clarkson, Ariana Grande","Santa, Can’t You Hear Me","Atlantic Records",118,-1,3,"2553813"
142,"spotify:track:7H0ya83CMmgFcOhw0UB6ow","Beach House","Space Song","Sub Pop Records",65,131,75,"2543187"
143,"spotify:track:1xIibyoUvyxwoNqx8quHSz","$uicideboy$, Germ","My Swisher Sweet, But My Sig Sauer","G59 Records",135,-1,2,"2537632"
144,"spotify:track:5ww2BF9slyYgNOk37BlC4u","Manuel Turizo","La Bachata","Sony Music Latin/La Industria",48,137,18,"2527309"
145,"spotify:track:34tz0eDhGuFErIuW3q4mPX","Drake, 21 Savage","On BS","OVO / Republic Records",5,124,7,"2511566"
146,"spotify:track:4qP2V09IpTct5A1ZSnr1zh","Thurl Ravenscroft, Boris Karloff","You're A Mean One, Mr. Grinch","WaterTower Music",91,-1,10,"2507884"
147,"spotify:track:37F7E7BKEw2E4O2L7u0IEp","Freddie Dredd","Limbo","Doomshop Records/RCA Records",123,132,6,"2495679"
148,"spotify:track:4EWCNWgDS8707fNSZ1oaA5","Kanye West","Heartless","Roc-A-Fella",40,138,64,"2487895"
149,"spotify:track:2J6OF7CkpdQGSfm1wdclqn","Brent Faiyaz","Clouded","Lost Kids",97,144,12,"2457248"
150,"spotify:track:0Ie5uiv54KgCr7P4sYDTHl","Idina Menzel, Michael Bublé","Baby It's Cold Outside (with Michael Bublé)","Warner Records",111,-1,4,"2455900"
151,"spotify:track:11Z7sdkpC5IaaydoIvDn74","Nat King Cole","Caroling, Caroling","CAPITOL CATALOG MKT (C92)",108,-1,2,"2454129"
152,"spotify:track:2yjlYDiNiQkdxVqTlaSrlX","Nicki Minaj","Super Freaky Girl","Republic Records",2,147,19,"2449261"
153,"spotify:track:46s57QULU02Voy0Kup6UEb","Drake, 21 Savage","Major Distribution","OVO / Republic Records",2,133,7,"2439075"
154,"spotify:track:5gDWsRxpJ2lZAffh5p7K0w","The Weeknd, Lana Del Rey","Stargirl Interlude","Universal Republic Records",57,143,25,"2433996"
155,"spotify:track:3XgGQ1wjo5khvq2UImjyNF","Brent Faiyaz","ALL MINE","Lost Kids LLC., Marketed by Venice / Stem",22,141,20,"2429794"
156,"spotify:track:1uh1iaMqBdx4XyrXhssKGD","Bing Crosby","It's Beginning To Look A Lot Like Christmas","Geffen",113,-1,4,"2428574"
157,"spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW","XXXTENTACION","Revenge","Bad Vibes Forever / EMPIRE",25,153,60,"2422058"
158,"spotify:track:6VhuP99TE6gYNQRJIlAWFD","Stephen Sanchez","Until I Found You","Republic Records",30,145,32,"2416211"
159,"spotify:track:11BKm0j4eYoCPPpCONAVwA","Lady Gaga","Bloody Mary","Interscope",101,125,3,"2412020"
160,"spotify:track:6KGtAlYvgm4W9PoYabFAYE","Morgan Wallen","One Thing At A Time","Big Loud Records / Mercury Records / Republic Records",31,108,3,"2398228"
161,"spotify:track:3QQXpvZd9qmzHZ02wDf2im","$uicideboy$, Germ","I Dream of Chrome","G59 Records",161,-1,1,"2373233"
162,"spotify:track:48UKTR66uUOT9LaUvooTNx","Luke Combs","The Kind of Love We Make","River House Artists/Columbia Nashville",15,165,27,"2371079"
163,"spotify:track:1dtIaSlyrLI04sqYa8nLyN","Gene Autry","Rudolph the Red-Nosed Reindeer","Columbia/Legacy",163,-1,1,"2364129"
164,"spotify:track:0mflMxspEfB0VbI1kyLiAv","Noah Kahan","Stick Season","Mercury Records/Republic Records",43,142,24,"2361268"
165,"spotify:track:3sNVsP50132BTNlImLx70i","Kanye West","Bound 2","Rock The World/IDJ/Kanye/LP6",20,150,52,"2352380"
166,"spotify:track:2i2qDe3dnTl6maUE31FO7c","Lil Durk, Future","Mad Max","Only The Family / EMPIRE",166,-1,1,"2340226"
167,"spotify:track:2HbKqm4o0w5wEeEFXm2sD4","Kendrick Lamar, Jay Rock","Money Trees","Aftermath",52,157,105,"2321775"
168,"spotify:track:1wtOxkiel43cVs0Yux5Q4h","Taylor Swift, Lana Del Rey","Snow On The Beach (feat. Lana Del Rey)","Taylor Swift",5,135,9,"2317916"
169,"spotify:track:23Lyy7ZXRvzfgH4JtDkKrX","Grupo Frontera","No Se Va - En Vivo","Grupo Frontera",49,189,13,"2303718"
170,"spotify:track:4tqcoej1zPvwePZCzuAjJd","J. Cole","Wet Dreamz","Roc Nation Records LLC",75,161,62,"2301763"
171,"spotify:track:2TktkzfozZifbQhXjT6I33","Omar Apollo","Evergreen (You Didn’t Deserve Me At All)","Warner Records",12,156,15,"2301006"
172,"spotify:track:5XeFesFbtLpXzIVDNQP22n","Arctic Monkeys","I Wanna Be Yours","Domino Recording Co",81,164,15,"2294861"
173,"spotify:track:3xKsf9qdS1CyvXSMEid6g8","Frank Ocean","Pink + White","Boys Don't Cry",91,154,19,"2293616"
174,"spotify:track:2ZL7WZcjuYKi1KUDtp4kCC","Drake, 21 Savage","Spin Bout U","OVO / Republic Records",6,155,7,"2281446"
175,"spotify:track:4VXIryQMWpIdGgYR4TrjT1","Juice WRLD","All Girls Are The Same","Juice WRLD Mixtape / ISR P&D",13,184,241,"2279628"
176,"spotify:track:33EcmYsTQVIGRGnGPOfTwu","Vince Guaraldi Trio","Linus And Lucy","Fantasy Records",91,-1,3,"2274864"
177,"spotify:track:561jH07mF1jHuk7KlaeF0s","Eminem","Mockingbird","Aftermath",121,175,6,"2274280"
178,"spotify:track:550rQQCGkrTzvp4SfpOPzx","Pentatonix","Hallelujah","RCA Records Label",101,-1,13,"2272749"
179,"spotify:track:73vIOb4Q7YN6HeJTbscRx5","Oliver Tree, Robin Schulz","Miss You","Atlantic Records",48,171,10,"2261410"
180,"spotify:track:7MXVkk9YMctZqd1Srtv4MB","The Weeknd, Daft Punk","Starboy","Universal Republic Records",3,178,99,"2254336"
181,"spotify:track:0hquQWY3xvYqN4qtiquniF","Doja Cat","Vegas (From the Original Motion Picture Soundtrack ELVIS)","Kemosabe Records/RCA Records",7,174,33,"2236594"
182,"spotify:track:6pcywuOeGGWeOQzdUyti6k","21 Savage, Metro Boomin","Glock In My Lap","Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",8,158,12,"2222224"
183,"spotify:track:1qEmFfgcLObUfQm0j1W2CK","Harry Styles","Late Night Talking","Columbia",2,173,31,"2210966"
184,"spotify:track:6IyoLWzljeR3ldQo4KWHT6","Yeat","Out thë way","Field Trip Recordings/Geffen Records",123,182,3,"2209216"
185,"spotify:track:3AVrVz5rK8Hrqo9YGiVGN5","Cigarettes After Sex","Apocalypse","PTKF",49,168,24,"2200903"
